DNI,Nombre Completo,Zona,Prioridad,Hora de Registro
22438299,Marco Herrera Acosta,VIP,5,1447
27811270,Ivan Castro Rodriguez,Prensa,4,1915
59717691,Patricia Martin Perez,Discapacitado,2,1642
18095244,Paulina Quispe Diaz,Platino,4,1633
40151471,Patricia Moreno Rios,Prensa,4,2128
44849760,Paola Vargas Ruiz,Staff,3,2048
27548100,Felipe Castro Diaz,VIP,5,1231
29693875,Elena Jimenez Ruiz,Staff,3,1819
35979239,Francisco Solis Martin,General A,2,1908
15359662,Sergio Quispe Navarro,VIP,5,2040
54213368,Cecilia Vargas Castillo,VIP,5,1121
90310752,Sebastian Moreno Martin,Staff,3,1531
72072495,Pilar Quispe Herrera,Staff,3,2006
63132451,Fabiana Alvarez Jimenez,Staff,3,1714
73885008,Alejandra Fernandez Mamani,Prensa,4,1750
82264043,Javier Alvarez Rios,Platino,4,1755
74604107,Leonardo Jimenez Rios,Prensa,4,2057
64852810,Guillermo Jimenez Garcia,General A,2,1417
61103759,Juana Martin Flores,General B,1,1258
72171090,Fernando Navarro Vargas,Staff,3,1952
21346396,Marco Perez Martin,General B,1,0856
87683423,Fernanda Rios Rojas,Discapacitado,2,1350
44302929,Veronica Vargas Garcia,General B,1,1537
33043934,Emilio Torres Fernandez,VIP,5,2044
61713407,Andres Martin Quispe,General A,2,1202
11076876,Jesus Gomez Diaz,Discapacitado,2,1805
19242368,Santiago Rojas Romero,Prensa,4,0959
51385791,Mateo Mamani Moreno,VIP,5,2241
15927340,Leonardo Torres Lopez,General B,1,1122
98802325,Javier Herrera Rojas,Staff,3,1352
28561910,Ivan Gonzales Martinez,Prensa,4,2257
49227837,Mateo Vargas Sanchez,General B,1,1710
67019939,Fabiana Romero Castro,Discapacitado,2,1436
37160855,Catalina Diaz Garcia,VIP,5,0955
43004053,Emilio Solis Sanchez,Platino,4,1704
13456075,Tomas Gomez Fernandez,Staff,3,1730
76481578,Carla Diaz Martinez,Platino,4,1426
67048481,Marco Gonzales Herrera,Platino,4,1233
11139489,Josefa Perez Mamani,General A,2,1032
70595396,Paulina Medina Martin,General A,2,2003
34501301,Cristian Rios Garcia,VIP,5,1627
13706591,Clara Rios Quispe,Prensa,4,2253
28047139,Leonardo Ruiz Perez,Prensa,4,1645
40767438,Julia Acosta Ruiz,Prensa,4,1156
18346009,Fabiana Acosta Martin,General B,1,1503
34673896,Gabriel Jimenez Rios,Staff,3,1944
17462675,Esteban Navarro Castillo,Staff,3,2018
99853494,Martin Solis Vargas,General B,1,0820
68083415,Alejandro Gonzales Torres,Prensa,4,1116
59737717,Carmen Medina Mamani,Discapacitado,2,0937
37224980,Patricia Torres Gomez,Staff,3,1659
60773635,Florencia Ruiz Lopez,Discapacitado,2,0929
98007517,Fabian Flores Navarro,Staff,3,2142
29887781,Catalina Vargas Torres,General B,1,2108
32907449,Esteban Rios Perez,General A,2,0942
40231215,Sofia Acosta Gonzales,General A,2,1953
54808184,Martin Perez Mamani,Prensa,4,2249
54208820,Ivan Ruiz Acosta,Prensa,4,2218
72588858,Monica Medina Mamani,Platino,4,1159
21520060,Samuel Castro Mamani,Platino,4,1713
61708798,Victor Vargas Romero,Staff,3,2035
81176178,Diana Fernandez Garcia,General A,2,1812
88360542,Elena Lopez Diaz,Prensa,4,2209
29188507,Jimena Solis Romero,Prensa,4,1233
44963107,Valentina Romero Acosta,General A,2,2200
42018852,Mariana Garcia Rios,General B,1,2149
97790957,Santiago Sanchez Martinez,General B,1,2046
64361403,Victor Acosta Gomez,Discapacitado,2,1529
51762030,Andres Medina Martin,Platino,4,1223
32237155,Antonio Herrera Medina,VIP,5,2103
82769327,Alejandra Gomez Alvarez,Staff,3,2105
99247773,Eduardo Romero Lopez,VIP,5,1458
77121126,Francisco Solis Garcia,Prensa,4,2019
30907552,Marco Fernandez Jimenez,VIP,5,1741
35676716,Diana Alvarez Martinez,Platino,4,0800
67931217,Carolina Fernandez Rodriguez,Staff,3,1613
20312078,Julia Vargas Romero,Prensa,4,1947
86533552,Diego Jimenez Mamani,General A,2,1807
29500051,Gustavo Herrera Gonzales,Platino,4,1207
93867924,Carlos Fernandez Quispe,VIP,5,1627
41659436,Ivan Rodriguez Castro,General B,1,1324
56669984,Jimena Rodriguez Rios,Staff,3,1915
48234187,Esteban Garcia Herrera,Platino,4,2129
86980912,Natalia Soto Perez,Prensa,4,1947
61269647,Alejandra Martinez Rojas,Prensa,4,1127
16604554,Carla Moreno Sanchez,Prensa,4,0915
15391370,Elizabeth Ruiz Jimenez,General A,2,1336
10816543,Isabel Gomez Garcia,Platino,4,1248
25967628,Luisa Flores Diaz,General B,1,0824
15112243,Manuel Torres Rojas,General A,2,1636
20674120,Mario Quispe Castro,General B,1,2229
41513985,Adriana Perez Garcia,General B,1,1708
32526952,Juana Vargas Perez,Discapacitado,2,1626
70045040,Pilar Moreno Castillo,General B,1,0919
58737823,Javier Soto Rodriguez,Prensa,4,1247
53408268,Carmen Alvarez Vargas,General B,1,1617
60946900,Fernanda Gonzales Gomez,Staff,3,1400
70293083,Marco Herrera Flores,VIP,5,1159
30048685,Ana Martinez Fernandez,General A,2,2252
23162320,Rosa Garcia Lopez,General A,2,1153
56997293,Felipe Quispe Rios,Discapacitado,2,1420
23056643,Josefa Solis Martin,General A,2,2040
58644804,Florencia Alvarez Soto,Platino,4,1639
80286640,Leonardo Gomez Garcia,General B,1,1455
19616828,Adriana Solis Jimenez,General B,1,2104
36298455,Catalina Mamani Perez,Prensa,4,2251
94226716,Tomas Vargas Ruiz,Discapacitado,2,1116
61446103,Marta Fernandez Jimenez,Platino,4,0819
92385663,Oscar Torres Quispe,Prensa,4,1646
60666141,Clara Soto Quispe,Staff,3,1320
19094286,Felipe Sanchez Perez,VIP,5,1251
40906258,Leonardo Navarro Rojas,Prensa,4,1340
65312875,Carolina Martinez Castro,VIP,5,1939
86666240,Jesus Herrera Sanchez,Discapacitado,2,0829
65671833,Sergio Sanchez Garcia,Discapacitado,2,1652
13428375,Gustavo Vargas Perez,Prensa,4,1742
17161259,Gustavo Lopez Gonzales,Platino,4,1009
50853668,Esteban Navarro Perez,Staff,3,2251
35479740,Andres Rios Lopez,Staff,3,1712
75356916,Sandra Gonzales Rodriguez,Staff,3,1206
12368400,Diana Castillo Rojas,Staff,3,1509
24085073,Santiago Soto Fernandez,Staff,3,1448
61386123,Jesus Torres Rodriguez,Prensa,4,2120
65690905,Sofia Perez Martinez,VIP,5,1636
92856501,Emilia Soto Lopez,General A,2,1754
44948533,Ana Alvarez Castillo,General B,1,1936
35170695,Isabel Rojas Moreno,General B,1,2250
84273015,Natalia Soto Rodriguez,Platino,4,1337
52696007,Alicia Rios Rojas,VIP,5,1208
10700278,Francisco Vargas Soto,General B,1,2155
96039626,Carlos Medina Lopez,VIP,5,1306
80759724,Elizabeth Alvarez Martinez,Discapacitado,2,1311
80400445,Isabel Ruiz Lopez,Discapacitado,2,1930
95291377,Carlos Moreno Torres,VIP,5,1433
36673422,Carolina Castillo Romero,VIP,5,1355
87144485,Cristina Soto Flores,General B,1,1143
78786421,Pilar Fernandez Quispe,Discapacitado,2,0959
16621336,Carla Romero Medina,Prensa,4,0839
14131350,Veronica Medina Solis,General B,1,1908
78150064,Francisco Ruiz Rios,Staff,3,1208
24287888,Paola Medina Acosta,VIP,5,1907
72060400,Cecilia Jimenez Vargas,Discapacitado,2,1050
67819631,Cristina Acosta Rodriguez,VIP,5,1333
15335190,Sandra Diaz Alvarez,Prensa,4,2220
40046721,Julia Martin Mamani,VIP,5,0859
17243425,Carolina Alvarez Rodriguez,General B,1,2045
86296544,Rodrigo Perez Navarro,General A,2,2028
47213375,Roberto Acosta Perez,Prensa,4,1553
94368098,Juana Diaz Gomez,Prensa,4,1743
72620307,Tomas Romero Quispe,VIP,5,0854
35115764,Martin Soto Quispe,Staff,3,2035
40874511,Victor Ruiz Fernandez,Discapacitado,2,1406
72398149,Jose Rodriguez Gomez,VIP,5,2136
77967558,Mateo Soto Flores,Platino,4,1846
13026933,Andrea Fernandez Rodriguez,General B,1,1827
86041322,Cecilia Quispe Garcia,Prensa,4,0823
77030180,Laura Fernandez Sanchez,Discapacitado,2,1128
35295952,Hector Castro Navarro,Staff,3,2123
99568669,Jimena Rios Castillo,Staff,3,0954
56199504,Manuela Soto Gomez,Platino,4,1742
32226144,Jimena Martinez Fernandez,Staff,3,1240
89647683,Paulina Acosta Castro,General A,2,1518
79835717,Laura Moreno Fernandez,Prensa,4,1132
50061181,Fernando Castro Garcia,Prensa,4,1653
11797886,Mario Flores Torres,General A,2,1405
71229185,Elizabeth Jimenez Diaz,General B,1,1246
52858199,Miguel Romero Castro,General B,1,1758
81215650,Alejandra Herrera Martin,VIP,5,1354
85321199,Adriana Soto Medina,Platino,4,1525
19592914,Estefania Perez Castillo,General B,1,2032
93851890,Cristina Martinez Solis,General B,1,2146
18454225,Jimena Torres Gonzales,VIP,5,0934
82365504,Daniel Rios Ruiz,Prensa,4,1438
78639065,Ricardo Gomez Navarro,Staff,3,1425
96019659,Victor Lopez Soto,Prensa,4,1418
76397291,Oscar Alvarez Perez,Discapacitado,2,1153
68146676,Eduardo Martin Quispe,Platino,4,1510
72073656,Jose Flores Jimenez,Prensa,4,2141
92545707,Alejandra Ruiz Moreno,VIP,5,1639
43015137,Natalia Fernandez Castillo,Discapacitado,2,1034
29975927,Margarita Torres Fernandez,Staff,3,2137
43514933,Daniel Torres Castro,General A,2,0817
88370664,Camila Diaz Soto,Platino,4,0958
78766487,Daniela Diaz Soto,Discapacitado,2,1809
83918729,Alicia Alvarez Vargas,General A,2,1536
25598127,Gabriela Herrera Torres,Discapacitado,2,2007
21026411,Veronica Navarro Solis,Discapacitado,2,1443
25102935,Marcela Garcia Quispe,General A,2,1659
79607190,Ana Martin Torres,Staff,3,2115
12897538,Maria Solis Flores,Discapacitado,2,2047
50534662,Isabel Quispe Jimenez,VIP,5,1325
97030675,Catalina Castro Flores,Platino,4,2149
61910994,Elena Gomez Soto,VIP,5,1137
75220390,Guillermo Moreno Jimenez,Staff,3,2044
82161027,Mateo Torres Diaz,Platino,4,1247
74912215,Santiago Medina Perez,General B,1,0945
74291748,Veronica Martinez Torres,Discapacitado,2,1530
50781653,Marco Garcia Diaz,General B,1,1057
11934270,Valeria Diaz Castro,General A,2,1252
56840294,Fabiana Herrera Moreno,Platino,4,2156
52043841,Julia Moreno Martin,Prensa,4,1313
66289200,Luis Alvarez Castillo,Prensa,4,1912
59498014,Sofia Martin Medina,Staff,3,1701
95397467,Daniela Lopez Torres,General B,1,1500
81157984,Gabriel Jimenez Mamani,Platino,4,1030
78820221,Daniel Gonzales Mamani,Prensa,4,2048
72887702,Fernando Diaz Gomez,Platino,4,1528
58823018,Gabriela Solis Romero,Prensa,4,1100
76692013,Luis Romero Moreno,Platino,4,1857
67545089,Daniela Herrera Vargas,VIP,5,2031
62545425,Alejandro Jimenez Herrera,Prensa,4,1708
89773481,Fabiana Herrera Jimenez,VIP,5,2020
37454652,Rodrigo Soto Ruiz,Platino,4,1334
44053303,Marco Martin Soto,Platino,4,2257
60151217,Margarita Gomez Perez,General B,1,1552
37414065,Isabel Diaz Castillo,Platino,4,1406
73718752,Javiera Castro Castillo,General A,2,1012
86938204,Antonio Romero Solis,VIP,5,1544
61105869,Margarita Castro Martin,Discapacitado,2,1623
20508733,Camila Diaz Rojas,Staff,3,1237
72935805,Fabiana Medina Jimenez,General B,1,1123
12251940,Ivan Mamani Herrera,Discapacitado,2,1741
74029802,Cecilia Romero Jimenez,VIP,5,1439
85508839,Angel Acosta Fernandez,Discapacitado,2,1527
13416363,Hector Lopez Martinez,Prensa,4,1203
65459511,Cecilia Ruiz Herrera,Prensa,4,2103
54408787,Mateo Flores Vargas,Staff,3,1141
25335359,Gabriel Martinez Martin,Staff,3,1311
83873681,Javier Moreno Herrera,VIP,5,1701
30434324,Fabian Sanchez Navarro,Prensa,4,1945
50258172,Marco Garcia Alvarez,Platino,4,1643
42621842,Andres Gomez Castillo,Discapacitado,2,0840
84564942,Lucia Sanchez Acosta,Prensa,4,1326
77945687,Camila Rios Martinez,General A,2,1824
49849585,Francisco Perez Rojas,General B,1,1311
85363542,Carmen Lopez Alvarez,Platino,4,2233
15337707,Veronica Castillo Diaz,Prensa,4,1321
24091997,Claudia Torres Martinez,General B,1,1625
90714401,Alejandra Solis Garcia,Discapacitado,2,1306
76857906,Alejandro Torres Rojas,General B,1,1718
44743487,Ricardo Torres Mamani,Prensa,4,0900
52276461,Natalia Mamani Rodriguez,Prensa,4,1049
19473887,Josefa Moreno Herrera,Platino,4,1359
13412355,Sergio Castillo Flores,Prensa,4,2202
69083566,Mariana Vargas Castillo,General B,1,1547
79333352,Julia Gonzales Mamani,General A,2,1645
89308825,Miguel Soto Gomez,General B,1,1013
42435184,Juana Rojas Gomez,General B,1,1552
56127270,Jimena Flores Castro,General B,1,2112
43168199,Ricardo Acosta Mamani,General B,1,2204
84623707,Gabriela Ruiz Flores,Discapacitado,2,0958
46837571,Luisa Vargas Rodriguez,General B,1,1529
86474978,Jesus Ruiz Gonzales,VIP,5,1935
11689725,Margarita Gomez Gonzales,General A,2,1307
46839338,Jorge Medina Sanchez,Staff,3,1836
99627674,Juana Navarro Jimenez,General B,1,1411
92819745,Mariana Lopez Rios,VIP,5,2212
11889329,Jimena Romero Gomez,General B,1,1432
13809381,Ricardo Mamani Fernandez,Prensa,4,1756
92131371,Diego Acosta Gomez,General A,2,1644
25791660,Sandra Fernandez Martin,VIP,5,1500
62747775,Luisa Rojas Acosta,General B,1,1910
58092977,Cecilia Rios Gomez,Prensa,4,0834
65975598,Camila Castro Flores,General B,1,1512
36489725,Marco Acosta Diaz,Staff,3,2224
37557080,Valentina Rodriguez Mamani,VIP,5,1142
44744185,Pedro Sanchez Fernandez,General A,2,1833
89403142,Monica Romero Mamani,General A,2,0956
45221560,Pedro Rios Sanchez,General A,2,2030
70293300,Alicia Moreno Quispe,VIP,5,1108
68559352,Jose Alvarez Jimenez,Prensa,4,1941
70113215,Juan Rios Solis,Staff,3,1220
10616220,Cecilia Flores Sanchez,Discapacitado,2,0941
27350694,Nicolas Diaz Herrera,General B,1,2056
88749533,Laura Soto Acosta,General A,2,1718
52092806,Lucia Solis Ruiz,Discapacitado,2,2221
29629619,Angel Navarro Acosta,Staff,3,1005
11153640,Guillermo Rodriguez Fernandez,General A,2,1711
82094001,Julio Sanchez Moreno,VIP,5,1924
77446414,Fabiana Herrera Gomez,Staff,3,0929
67361385,Carla Castro Castillo,Prensa,4,1823
63739115,Gustavo Quispe Perez,Discapacitado,2,2028
74056130,Pilar Fernandez Rojas,General B,1,1615
31689602,Emilia Flores Castillo,General A,2,0955
82781757,Marta Alvarez Ruiz,Prensa,4,0921
55091485,Jimena Mamani Fernandez,Prensa,4,1040
57378992,Eduardo Garcia Jimenez,General B,1,1255
59706041,Paola Herrera Vargas,Platino,4,1505
26712634,Josefa Rodriguez Perez,VIP,5,0813
45099032,Andrea Castro Fernandez,Discapacitado,2,1711
82346964,Paola Navarro Alvarez,General B,1,1236
57959531,Alejandro Medina Mamani,VIP,5,1401
30911231,Sergio Rios Perez,Discapacitado,2,2123
22365279,Felipe Flores Romero,General B,1,0904
71269656,Maria Lopez Alvarez,VIP,5,1807
34652677,Josefa Alvarez Navarro,General B,1,2020
27623862,Lucia Soto Herrera,General A,2,1232
71703610,Victor Diaz Jimenez,VIP,5,1308
59656125,Hector Vargas Castillo,General B,1,2019
31293028,Clara Diaz Soto,Platino,4,2022
47747295,Luis Sanchez Solis,VIP,5,2204
39751258,Ana Rojas Medina,Prensa,4,1824
77957991,Julio Mamani Garcia,Platino,4,2201
85400653,Jesus Flores Navarro,General B,1,1139
76856738,Emilio Gonzales Moreno,Staff,3,2202
27973661,Julia Herrera Jimenez,Discapacitado,2,1356
40543725,Jose Alvarez Rodriguez,Platino,4,0903
20587988,Fabiana Navarro Garcia,Staff,3,0809
59596540,Rosa Gonzales Rodriguez,VIP,5,1651
92377837,Francisco Romero Rojas,General A,2,1856
26834829,Daniela Castro Rodriguez,Prensa,4,0839
31343619,Marta Romero Gomez,Platino,4,1601
78005516,Fabiana Martin Diaz,Staff,3,0920
48384512,Ana Castro Flores,Prensa,4,1039
22977486,Fabian Flores Martin,Staff,3,0839
38699462,Sandra Rojas Quispe,Prensa,4,2244
54257524,Sandra Mamani Quispe,Discapacitado,2,1345
88517067,Pedro Solis Rojas,Discapacitado,2,1020
61425748,Tomas Rodriguez Solis,Discapacitado,2,1339
36365809,Rosa Martinez Herrera,General B,1,1825
60816676,Sandra Rios Castillo,General A,2,1637
37987256,Andrea Alvarez Fernandez,Staff,3,0946
53852575,Patricia Torres Garcia,Staff,3,0846
80563754,Angel Gonzales Rodriguez,General A,2,1057
48692739,Catalina Ruiz Perez,Platino,4,2151
69166095,Daniel Perez Diaz,Platino,4,1530
46913700,Sofia Fernandez Soto,General B,1,1819
76555202,Hector Gonzales Fernandez,Discapacitado,2,2212
55147404,Sandra Rojas Herrera,Staff,3,1031
57857591,Alejandro Mamani Fernandez,Platino,4,2053
38994940,Andres Castillo Rojas,Staff,3,0825
26329852,Marco Lopez Castillo,Discapacitado,2,1753
86324725,Rosa Castillo Romero,Prensa,4,1619
47954782,Alejandra Ruiz Diaz,Platino,4,1421
49049010,Carolina Castillo Acosta,Staff,3,1213
69072239,Sebastian Romero Martin,Staff,3,1036
63874701,Angel Ruiz Rodriguez,Prensa,4,2257
78401389,Emilio Rodriguez Diaz,General B,1,1849
91693665,Emilia Medina Torres,Staff,3,2152
38851795,Felipe Acosta Solis,VIP,5,1627
92884308,Sebastian Martinez Medina,Discapacitado,2,2000
88547013,Cecilia Romero Perez,Prensa,4,1509
72930434,Marta Diaz Jimenez,VIP,5,1953
92653799,Rodrigo Castro Solis,VIP,5,1850
40782877,Manuela Ruiz Garcia,Prensa,4,1047
74878459,Luisa Navarro Mamani,Staff,3,2029
48569144,Cristina Sanchez Herrera,Staff,3,1447
16341553,Miguel Romero Rojas,Staff,3,1622
22457586,Diana Garcia Alvarez,General B,1,1328
70606944,Camila Rojas Perez,Platino,4,2154
96599931,Fabian Gomez Rojas,Prensa,4,0829
49547254,Andrea Torres Garcia,Discapacitado,2,1547
42949791,Valeria Gonzales Castro,VIP,5,2112
50200234,Monica Rodriguez Jimenez,Staff,3,1517
88047492,Carlos Herrera Acosta,Staff,3,1925
75687734,Josefa Torres Fernandez,Discapacitado,2,1354
76077640,Roberto Medina Martinez,VIP,5,2237
13246027,Mariana Fernandez Medina,General B,1,1840
50374558,Juana Jimenez Fernandez,Prensa,4,2054
24563395,Alejandro Alvarez Martin,Prensa,4,1143
49122330,Carmen Medina Romero,General B,1,1828
62597808,Emilia Medina Martinez,Staff,3,1439
52468359,Santiago Alvarez Moreno,Discapacitado,2,1844
43240763,Victor Fernandez Rodriguez,Discapacitado,2,2004
48719087,Patricia Lopez Soto,Discapacitado,2,1930
14068016,Ana Lopez Gomez,Discapacitado,2,2218
52215926,Mariana Rojas Romero,Discapacitado,2,1532
82006494,Adriana Lopez Navarro,Staff,3,2241
55294457,Emilio Fernandez Mamani,Discapacitado,2,1359
47759165,Ivan Acosta Rodriguez,Prensa,4,0915
82509518,Carmen Quispe Mamani,Prensa,4,1917
59072486,Mariana Perez Herrera,Platino,4,1758
20214686,Clara Moreno Acosta,General A,2,1047
14512078,Isabel Torres Sanchez,General B,1,1343
67341361,Manuela Martinez Gomez,Discapacitado,2,1822
75589020,David Quispe Moreno,General B,1,1821
23396330,Fabiana Quispe Martin,Prensa,4,1642
22518846,Cristina Acosta Mamani,General A,2,1734
47107348,Julio Romero Sanchez,General B,1,1458
40366056,Margarita Herrera Gomez,VIP,5,1748
88685741,Adriana Rodriguez Castro,Discapacitado,2,1352
92526541,Tomas Rojas Lopez,Discapacitado,2,2118
25865519,Elizabeth Rios Garcia,Discapacitado,2,2035
47445270,Sebastian Mamani Sanchez,General B,1,1655
68318645,Estefania Lopez Castillo,Platino,4,1821
22766016,Lucia Sanchez Herrera,Discapacitado,2,1945
45575225,Mateo Sanchez Rojas,VIP,5,1550
16298442,Pablo Sanchez Solis,Discapacitado,2,1326
72414095,Cecilia Herrera Acosta,General B,1,1445
76048918,Rafael Soto Ruiz,Discapacitado,2,1128
96435765,Alejandra Quispe Romero,VIP,5,0809
33406312,Juan Sanchez Acosta,Prensa,4,1758
37697704,Pablo Medina Torres,Prensa,4,1525
76229398,Jimena Solis Diaz,General B,1,0831
39079285,Julia Diaz Soto,General B,1,0920
95009225,Miguel Mamani Garcia,General B,1,0941
51955895,Mario Torres Martin,Prensa,4,0858
42431252,Angel Rodriguez Fernandez,Platino,4,1303
49635803,Alejandro Romero Gomez,Staff,3,2059
68796224,Sofia Quispe Mamani,Prensa,4,1508
27862812,Rafael Herrera Jimenez,Platino,4,2135
83853746,Roberto Quispe Torres,General A,2,1431
50884786,Pedro Lopez Diaz,Prensa,4,1039
92957414,Fernando Martin Soto,General B,1,1812
99751684,Marco Alvarez Romero,VIP,5,2022
69476272,Daniel Romero Rojas,Prensa,4,1757
68693768,Maria Mamani Alvarez,VIP,5,0806
78768640,Ricardo Ruiz Garcia,VIP,5,1507
16101527,Roberto Moreno Navarro,Staff,3,1441
71020174,Juan Flores Ruiz,Platino,4,2114
53336261,Nicolas Gomez Perez,VIP,5,2010
60415812,Clara Lopez Acosta,Staff,3,1245
31849219,Antonio Flores Moreno,General A,2,2136
74578493,Cristina Castillo Martinez,General B,1,1739
78307643,Sofia Rodriguez Solis,General B,1,2139
13095885,Patricia Moreno Lopez,VIP,5,2037
97051090,Mateo Quispe Sanchez,General A,2,0919
65013421,Victor Gonzales Gomez,Discapacitado,2,2252
62740790,Antonio Mamani Acosta,VIP,5,1711
77647586,Angel Diaz Romero,Platino,4,1946
56778473,Andres Navarro Gonzales,General B,1,1315
27514887,Pedro Alvarez Rodriguez,Discapacitado,2,2056
76518472,Sofia Rojas Lopez,VIP,5,0937
61896956,Cristian Acosta Alvarez,Staff,3,2110
12022144,Santiago Soto Torres,Prensa,4,2201
22445604,Paola Moreno Sanchez,Staff,3,1420
75745461,Miguel Alvarez Navarro,VIP,5,1750
61680915,Pilar Torres Quispe,Prensa,4,1306
96636496,Pablo Castro Vargas,Discapacitado,2,0814
36032829,Javier Castro Martinez,VIP,5,1604
98097205,Andrea Sanchez Acosta,General A,2,1610
68811710,Manuel Garcia Quispe,Prensa,4,2139
58901176,Oscar Quispe Diaz,Platino,4,1058
75364261,Esteban Perez Rodriguez,General B,1,2215
51353830,Claudia Flores Romero,VIP,5,2154
34150001,Fernanda Sanchez Gomez,Discapacitado,2,1050
13331867,Jose Diaz Mamani,General B,1,2133
56565666,Sergio Rodriguez Sanchez,Staff,3,2038
49849419,Paulina Garcia Acosta,General A,2,0802
39329546,Estefania Alvarez Diaz,VIP,5,2217
84990657,Ivan Diaz Castro,Discapacitado,2,1017
89912301,Isabel Martinez Solis,General A,2,0812
67648965,Adriana Quispe Alvarez,Prensa,4,1420
50978974,Tomas Gomez Diaz,General A,2,1334
38329175,Mariana Perez Quispe,Discapacitado,2,0819
69489866,Josefa Fernandez Lopez,Discapacitado,2,1444
73909382,Alejandro Alvarez Diaz,Discapacitado,2,1231
78086354,Isabel Solis Ruiz,General A,2,0930
74505106,Angel Romero Solis,Discapacitado,2,1555
31162305,Isabel Gonzales Herrera,General A,2,2121
95613749,Fabian Mamani Solis,Discapacitado,2,1214
59765521,Natalia Navarro Garcia,Platino,4,1208
81658457,Veronica Quispe Navarro,General B,1,2136
30045166,Emilia Flores Medina,General A,2,1502
40514289,Luis Moreno Martin,Discapacitado,2,1108
10733184,Emilio Perez Lopez,VIP,5,1918
29049415,Eduardo Martin Torres,General A,2,1732
28635771,Florencia Garcia Rios,Discapacitado,2,2238
80998678,Alicia Castillo Rios,VIP,5,0825
86061715,Estefania Rojas Sanchez,General B,1,1815
19119434,Luis Castillo Medina,Discapacitado,2,2229
74687551,Sergio Rios Garcia,VIP,5,2207
92133050,Monica Acosta Herrera,General B,1,2139
82804583,Angel Garcia Flores,General A,2,1442
40532510,Angel Soto Navarro,Platino,4,1444
84358055,Luisa Quispe Lopez,VIP,5,1747
14061922,Luisa Romero Perez,Platino,4,1034
55459265,Sandra Martin Romero,Platino,4,1247
54416788,Gabriela Sanchez Alvarez,Prensa,4,1043
79045681,Carla Fernandez Navarro,Platino,4,1914
79732948,Daniela Solis Lopez,General B,1,1858
55937524,Sergio Gomez Rios,Discapacitado,2,0949
35064366,Eduardo Castillo Romero,VIP,5,0810
28064741,Emilio Torres Acosta,Discapacitado,2,0842
72042565,Mario Lopez Gonzales,Prensa,4,1404
90459112,Diana Moreno Rojas,General A,2,1520
55870627,Esteban Romero Castillo,Platino,4,2154
13023128,Fabian Sanchez Martinez,Platino,4,1923
84630112,Lucia Solis Rios,General A,2,1500
89103743,Laura Fernandez Medina,Staff,3,1217
45118581,Jesus Quispe Navarro,General A,2,1329
37322300,Ana Mamani Soto,General A,2,1715
22007166,Felipe Torres Lopez,General A,2,1105
21938779,Alejandro Herrera Lopez,VIP,5,1021
19006943,Diana Soto Moreno,Prensa,4,1041
14504145,Margarita Martinez Medina,Staff,3,2004
32259059,Alicia Garcia Sanchez,Staff,3,1658
15415609,Marco Alvarez Gomez,Prensa,4,1944
43860267,Margarita Sanchez Garcia,VIP,5,2059
64651663,Miguel Vargas Quispe,VIP,5,1348
51127504,Claudia Alvarez Medina,Staff,3,2010
25789622,Andres Rodriguez Sanchez,General B,1,1346
67872010,Manuela Ruiz Rodriguez,Staff,3,1923
17338332,Adriana Torres Castillo,Discapacitado,2,1619
48203829,Elizabeth Vargas Soto,VIP,5,2024
33058320,Jose Romero Torres,Platino,4,1354
84949125,Luisa Rodriguez Acosta,Discapacitado,2,0848
71721044,Manuel Rojas Romero,VIP,5,2008
90619950,Fernando Ruiz Alvarez,General B,1,2122
38704513,Laura Rios Romero,General A,2,1457
36212298,Sofia Rios Gonzales,Staff,3,2118
46611101,Cristina Soto Solis,General B,1,1950
62176659,Elena Rios Medina,Staff,3,1604
45759783,Paulina Sanchez Soto,General A,2,1327
77793787,Carmen Acosta Fernandez,VIP,5,1130
17910514,Pedro Herrera Lopez,General A,2,1614
25426864,Fabiana Alvarez Vargas,Staff,3,1343
25113381,Rodrigo Gonzales Herrera,General A,2,0955
77827731,Gabriel Perez Mamani,Staff,3,1711
15684939,Julio Lopez Rojas,General B,1,1745
74435303,Manuela Gonzales Flores,VIP,5,2024
13794908,Patricia Soto Garcia,Staff,3,2250
92175607,Mariana Alvarez Fernandez,Staff,3,0949
69804621,Eduardo Castillo Martin,Staff,3,1014
48207640,Diego Quispe Vargas,Discapacitado,2,0954
20624209,Monica Fernandez Quispe,Staff,3,1247
19653573,Samuel Quispe Soto,Staff,3,1439
87529346,Leonardo Rodriguez Moreno,General B,1,2217
83550111,Felipe Quispe Lopez,VIP,5,2029
79406934,Estefania Gomez Romero,Prensa,4,2021
94487916,Alejandro Mamani Fernandez,Staff,3,0945
86329467,Carlos Martinez Quispe,Platino,4,0953
54568857,Rodrigo Castro Jimenez,Prensa,4,1154
58710936,Clara Vargas Quispe,Staff,3,1518
53991967,Veronica Quispe Medina,Staff,3,1648
79308211,Marco Sanchez Herrera,Prensa,4,1338
11677738,Manuela Lopez Perez,General B,1,1633
88877286,Ricardo Diaz Lopez,General B,1,0905
75366763,Martin Flores Alvarez,Prensa,4,2155
42088365,Pilar Lopez Moreno,Prensa,4,1037
14196877,Laura Solis Perez,General A,2,1000
35012644,Mario Herrera Mamani,Platino,4,2040
72983525,Cecilia Fernandez Gonzales,Discapacitado,2,2244
17983791,Estefania Rojas Vargas,General A,2,0919
